X,Y,osm_id,code,fclass,name
34.3550673,31.3891994,"505037788","3301",muslim_sunni,Al Shaheed Mahmoud Al Khawaja Mosque
34.3402163,31.3694866,"505039799","3301",muslim_sunni,Al'Huda
34.3371797,31.367309,"505043853","3301",muslim_sunni,Al'abadla mosque
34.2963671,31.3525256,"505092215","3301",muslim_sunni,مسجد الرحمة
34.2890752,31.3252009,"505095200","3301",muslim_sunni,Almohtaseb Mosque
34.2704045,31.2853393,"505095744","3301",muslim_sunni,Hamza Be Abd Almotaleb Mosque
34.3178204,31.3596065,"505095859","3300",muslim,مسجد عبد الله عزام
34.2751593,31.283981,"505096117","3301",muslim_sunni,مسجد صلاح الدين الايوبي
34.2500634,31.2753369,"505096654","3301",muslim_sunni,مسجد أبو حنيفة
34.2666897,31.2799814,"505097622","3301",muslim_sunni,مسجد المؤمنين
34.2943772,31.2827903,"505098032","3301",muslim_sunni,Al Shaheed Tareq Abu Al Hesain Mosque
34.2528021,31.3025141,"505098319","3301",muslim_sunni,مسجد سليمان العجمي
34.2887601,31.2602698,"505098407","3301",muslim_sunni,مسجد الصابرين
34.3007394,31.3458207,"505100575","3301",muslim_sunni,مسجد المتقين
34.2715871,31.2741699,"505102153","3301",muslim_sunni,Al Sunna Mosque
34.3005706,31.3558999,"505102309","3301",muslim_sunni,مسجد
34.2753203,31.27678,"505103258","3301",muslim_sunni,Omer Bin Al-Khattab Mosque
34.3472481,31.3236655,"505103646","3301",muslim_sunni,
34.3025448,31.3436696,"505104581","3301",muslim_sunni,El Kabeer Mosque
34.2763436,31.2686954,"505104888","3301",muslim_sunni,مسجد عمر بن عبد العزيز
34.2501088,31.3015713,"505105836","3301",muslim_sunni,مسجد جعفر الطيار
34.3472896,31.3201684,"505106098","3301",muslim_sunni,مسجد البشرى
34.3519613,31.3386321,"505107101","3301",muslim_sunni,مسجد الفاروق
34.2599878,31.3011763,"505109402","3301",muslim_sunni,مسجد الفردوس
34.3557483,31.3093094,"505109918","3301",muslim_sunni,Alrodwan
34.2600609,31.28133,"505110281","3300",muslim,مسجد الإسراء
34.3289982,31.2926676,"505110829","3301",muslim_sunni,Al'fokhari
34.2460332,31.2934511,"505113110","3301",muslim_sunni,مسجد ابو عبيدة بن الجراح
34.2574824,31.2690438,"505113501","3301",muslim_sunni,Aleman Mosque
34.2484524,31.3430227,"505115521","3301",muslim_sunni,مسجد أبو مطر
34.2608377,31.284051,"505116789","3301",muslim_sunni,مسجد المتحابين في الله
34.2588456,31.2884236,"505119153","3301",muslim_sunni,مسجد الرحمة
34.2386586,31.3371038,"505119235","3301",muslim_sunni,مسجد البردويل
34.2646586,31.2931564,"505121053","3301",muslim_sunni,Al Hedaya Mosque
34.2808691,31.2695359,"505121847","3301",muslim_sunni,Aleman & Tawheed Mosque
34.2589459,31.2711751,"505122995","3300",muslim,مسجد الإحسان
34.2678825,31.2738809,"505124008","3301",muslim_sunni,Saad bin Mouath Mosque
34.3459248,31.3362347,"505124557","3301",muslim_sunni,Zo Al Norin Mosque
34.3093424,31.3438457,"505127822","3301",muslim_sunni,Al Shorta Mosque
34.255233,31.2877892,"505128224","3301",muslim_sunni,Alfarouq Mosque
34.2599042,31.2732081,"505128275","3300",muslim,مسجد الصراط
34.3224462,31.3594956,"505132530","3300",muslim,مسجد النور
34.2588854,31.2937741,"505133187","3301",muslim_sunni,Altawba Mosque
34.2529215,31.272508,"505133726","3301",muslim_sunni,مسجد أبو بكر
34.2544376,31.266552,"505133762","3301",muslim_sunni,مسجد خالد بن الوليد
34.2636942,31.2531025,"505133989","3302",muslim_shia,مسجد المصورة
34.347217,31.3445332,"505134230","3301",muslim_sunni,مسجد أنس بن مالك
34.2423622,31.296953,"505135362","3301",muslim_sunni,Abu Obaida Aljarh Mosque
34.2633161,31.2703179,"505135968","3300",muslim,مسجد عباد الرحمن
34.2520866,31.2772011,"505136211","3301",muslim_sunni,مسجد الأنصار
34.3522595,31.324471,"505136430","3301",muslim_sunni,Al'Motasim Bellah
34.2728885,31.268799,"505138019","3300",muslim,مسجد الشافعي
34.268322,31.2637281,"505138976","3300",muslim,مسجد أبو مصعب الزرقاوي
34.2497653,31.3012982,"505141463","3301",muslim_sunni,مسجد جعفر الطيار
35.1998457,31.7092751,"517252802","3100",christian,كنيسة العائلة المقدسة
34.774043,32.0962806,"531618437","3200",jewish,
34.952398,29.5612,"541012358","3200",jewish,
34.853508,32.3196262,"542704178","3200",jewish,
34.8607945,32.3242963,"556904601","3200",jewish,
34.9212477,32.4271972,"558377945","3200",jewish,
34.8586336,32.3230681,"560544085","3200",jewish,
34.8595689,32.3222342,"560544086","3200",jewish,
35.230436,31.7759179,"563992070","3100",christian,ܥܕܬܐ ܕܡܪܝ ܪܩܘܣ
34.8561613,32.3315696,"564588766","3200",jewish,
34.8579637,32.3299595,"564588781","3200",jewish,
34.8584604,32.3303906,"564588782","3200",jewish,בית דוד
34.8550111,32.3269424,"564589732","3200",jewish,
34.8598172,32.3308917,"565448141","3200",jewish,תפארת ישראל
34.8646985,32.336512,"582029977","3200",jewish,בית מיר
34.8485031,32.1573037,"582453536","3200",jewish,
35.2422214,31.7918583,"582849701","3200",jewish,בית הכנסת הכט
35.2493332,31.7863073,"582854961","3104",christian_lutheran,אוגוסטה ויקטוריה
34.8601552,32.3308248,"583257924","3200",jewish,ישמח משה
34.8584332,32.3429774,"600864193","3200",jewish,
34.858101,32.3441059,"600864338","3200",jewish,
34.8510048,32.1623515,"602474298","3200",jewish,
35.25365,31.8194151,"603981564","3200",jewish,אוהל יוסף ושרה
34.8582614,32.3384883,"615659244","3200",jewish,בית ישראל
34.8558912,32.3366475,"616203222","3200",jewish,
35.1403135,31.7951555,"634613056","3200",jewish,בית יעקב
35.1429619,31.793472,"637854219","3200",jewish,אחדות ישראל
35.1407599,31.7939611,"637854233","3200",jewish,ישורון
35.1401617,31.7964082,"637854239","3200",jewish,
34.9030396,32.1606337,"646866286","3200",jewish,בית הכנסת מגדיאל
35.229115,31.787874,"648666161","3101",christian_anglican,St. George's Cathedral
34.9859047,32.8044398,"651511293","3200",jewish,Carmel Center
34.8532667,32.3218929,"662740007","3200",jewish,
34.8669283,32.3268792,"662973010","3200",jewish,ישמח ישראל
34.865323,32.3312926,"662973019","3200",jewish,אבות רבנים
34.8699598,32.3324556,"662973050","3200",jewish,מגן אברהם
34.8680027,32.3339882,"662973076","3200",jewish,קיבוץ גלויות
34.8700322,32.3341136,"662973086","3200",jewish,אור החיים
34.869739,32.334152,"662973115","3200",jewish,שמח ישראל
35.2406918,31.7828963,"673445099","3102",christian_catholic,
35.2257024,31.785248,"679212724","3100",christian,Romanian Orthodox Church from Jerusalem
35.2248264,31.7832267,"679219193","3101",christian_anglican,St. Paul
35.2286687,31.7852168,"685482623","3300",muslim,مسجد سعد وسعيد
35.2344062,31.7809543,"685534929","3100",christian,سجن الرسول بيتر
34.8234569,32.078593,"704446735","3200",jewish,היכל מרדכי
34.8153069,32.083472,"704446915","3200",jewish,בית הכנסת הגדול
35.5013151,31.8201077,"705151666","3106",christian_orthodox,Saint Jerosimus Monastery
34.7865082,31.9128156,"734757666","3200",jewish,בית הכנסת שערי יצחק
34.8195826,32.1844902,"739096512","3200",jewish,היכל בנים
34.8277085,31.9303362,"741567837","3200",jewish,אוהל הבנים
35.2114279,31.7802355,"759524760","3200",jewish,מרכז שטיינזלץ
35.330843,32.2369638,"767329249","3200",jewish,Elon Moreh
35.541601,31.8303701,"778214731","3100",christian,القصر
35.0023022,32.8167201,"779191705","3300",muslim,ג'פנאח
35.0689699,32.8482975,"779386904","3200",jewish,בית הכנסת המרכזי
35.2602401,31.9538311,"783844746","3200",jewish,
34.9891215,32.2136474,"789332892","3200",jewish,
34.8521769,32.3304943,"824064647","3200",jewish,
34.8521662,32.3301861,"824064649","3200",jewish,
34.8527823,32.3293513,"824064650","3200",jewish,
34.8497898,32.3294926,"824064651","3200",jewish,
34.8522359,32.3303855,"824064656","3200",jewish,
34.8535575,32.3307805,"824066786","3200",jewish,
34.8198704,32.0690713,"827179605","3200",jewish,Teiman synagogue
35.0003448,32.6918587,"848714923","3300",muslim,Ein Hawd Mosque
34.8167575,31.8957962,"854423746","3200",jewish,אוהל שרה
34.8163689,31.8923135,"854423755","3200",jewish,פועלי אגודת ישראל (פאי)
34.816996,31.9019649,"854423792","3200",jewish,"אוהל ש""י"
34.8177463,31.9035228,"854423799","3200",jewish,תפארת משה (ברמן)
34.8162771,31.899896,"854423800","3200",jewish,מרכז אברהם
34.8175271,31.9003286,"854423806","3200",jewish,בית אליעזר
34.815152,31.8993889,"854423814","3200",jewish,חזון יחזקאל
34.6423273,31.7820209,"872353692","3200",jewish,
34.6374779,31.7837263,"872394854","3200",jewish,
34.6354898,31.7830562,"872395304","3200",jewish,
34.6336473,31.7841838,"872398436","3200",jewish,
34.9329625,32.0132103,"880520689","3200",jewish,
34.9374875,32.0144885,"880520902","3200",jewish,
35.2155105,31.7711048,"888294127","3200",jewish,Yad Ha-Rav Nissim Synagogue and Research Institute
35.2139455,31.7716536,"888294134","3200",jewish,אוהל יוסף
35.214016,31.7716284,"888294141","3200",jewish,יד תמר
34.8084542,31.9069333,"893521848","3200",jewish,בית כנסת
35.2316364,31.7836132,"893970934","3300",muslim,מסגד אל אחמר
35.5433678,32.7860931,"896312309","3300",muslim,
35.5424452,32.7888529,"896342694","3100",christian,כנסיית אנדרו הקדוש
34.8879122,32.1882325,"896452971","3200",jewish,קהילת נתיבות
34.8828741,32.1818569,"896490622","3200",jewish,בית כנסת אריאל
34.882403,32.1754175,"898861726","3200",jewish,בית כנסת קצין
35.2180579,31.7744108,"899465011","3102",christian_catholic,Chapel of Terra Sancta
34.744413,32.0334462,"904973995","3200",jewish,זכרון קדושים
34.7555065,32.0550084,"905246332","3300",muslim,mosque tower
34.3519816,31.4228467,"911188725","3301",muslim_sunni,Belal bin Rabah Musque
35.5493824,32.8734204,"914205673","3102",christian_catholic,Church of Loaves and Fishes
35.3015925,32.7069827,"915246466","3100",christian,كنيسة القديس جبرائيل
35.2960529,32.6990233,"915287315","3102",christian_catholic,دير أخوة الصغير يسوع
34.8247454,31.8907203,"923938783","3200",jewish,אהבת ישראל
35.5487392,32.8708415,"933115861","3100",christian,Dalmanutha
34.8112768,31.9352141,"940277415","3200",jewish,
35.2131066,31.2673501,"943051873","3200",jewish,בית כנסת
35.2631539,32.0697527,"980114821","3200",jewish,בית כנסת
34.9319634,31.805514,"988613948","3200",jewish,
34.9295368,31.8061329,"988613949","3200",jewish,
35.1450635,31.6787651,"992114342","3200",jewish,בית כנסת ספרדי
34.9044974,31.5955185,"994342492","3100",christian,כנסיית סנדחנה
34.8839779,31.8589843,"995355780","3200",jewish,
35.0162378,32.7905073,"1003559144","3200",jewish,
35.2732359,31.8501373,"1012062480","3200",jewish,נחלת בנימין
34.9850705,32.7801025,"1014306220","3200",jewish,
34.9521104,29.563752,"1075143150","3200",jewish,
34.948295,29.5644656,"1075143169","3200",jewish,
34.9334206,29.560757,"1075143171","3200",jewish,
34.9409034,29.5546568,"1075143179","3200",jewish,
34.9367792,29.5481019,"1075143182","3200",jewish,
34.9487459,29.5619466,"1075143184","3200",jewish,
34.9480206,29.5595574,"1075143206","3200",jewish,
34.9445134,29.5573967,"1075143209","3200",jewish,
34.9309658,29.5502385,"1075143211","3200",jewish,
34.9771388,31.7386984,"1081028362","3200",jewish,"בי""כ בית אסתר"
34.9772943,31.738224,"1081029286","3200",jewish,"בי""כ ספרדי מרכזי"
35.5519829,32.9020738,"1105494083","3102",christian_catholic,Domus Galilaeae
34.7995313,31.89287,"1126609665","3200",jewish,בית כנסת
34.9792522,31.7432127,"1130830005","3200",jewish,"בי""כ עטרת חיים"
34.9791652,31.7428626,"1130830007","3200",jewish,"בי""כ עץ חיים"
34.977128,31.7388992,"1131022008","3200",jewish,"בי""כ שערי לימוד"
34.979454,31.7430749,"1150583973","3200",jewish,"בי""כ בית יוסף"
34.7966872,32.0476185,"1150584841","3200",jewish,"בי""כ יוסף חיים"
34.9987936,31.7855666,"1156237259","3200",jewish,קבר דן בן יעקב
34.8344072,32.1126623,"1170469722","3200",jewish,
34.8951692,32.1589251,"1234353799","3200",jewish,
35.0160078,32.7906409,"1254373380","3200",jewish,מרכז תרבות דתי לנוער
35.226707,31.7016115,"1254613335","3100",christian,Shepherds Orthodox Church
35.1166579,31.5316213,"1260254312","3200",jewish,"בית כנסת ""מגן אבות"" נוסח יהודי מרוקו"
34.7336383,31.9291317,"1262192646","3300",muslim,النبي روبين
35.1118328,32.3069123,"1264709220","3300",muslim,Al Seddeeq Mosque
34.8657329,32.3327336,"1323329165","3200",jewish,
35.1037726,31.5512892,"1328686559","3300",muslim,مسجد القاسم
35.5268186,32.8076746,"1338135288","3100",christian,המשלחת הכנסייתית הרוסית
35.3383269,32.745025,"1338336008","3102",christian_catholic,الكنيسة اليونانية الكاثوليكية اليونانية
35.3379372,32.7471399,"1338355642","3100",christian,دير القديس جورج والكنيسة المعجزة الأولى
35.3384044,32.7474252,"1338358846","3102",christian_catholic,كنيسة كنا الكاثوليكية الزفاف
35.33821,32.7473929,"1338370622","3100",christian,كنيسة برثولماوس
35.4793449,32.8897121,"1339404829","3200",jewish,ציונו של חבקוק הנביא
35.4452909,33.022048,"1339520311","3200",jewish,קבר שמעיה ואבטליון
35.1872486,31.7150682,"1343244132","3100",christian,كنيسة العذراء مريم
34.7848719,32.0802445,"1368030556","3200",jewish,Rabbinical Center - Tel-Aviv
35.2240079,31.7850651,"1382087971","3200",jewish,
35.2114995,31.7774974,"1382087974","3200",jewish,"הגר""א"
35.5428194,32.7883825,"1382827090","3100",christian,כנסיית פטרוס הקדוש
35.1994482,31.9042583,"1390250645","3100",christian,الكنيسة الأسقفية
35.1996802,31.9049308,"1390250652","3100",christian,Latin (Catholic) Church
35.1984571,31.9026082,"1390250654","3100",christian,الكنيسة الكاثوليكية اليونانية
35.2042507,31.8992472,"1390276628","3100",christian,الكنيسة المعمدانية
35.0916135,31.5307773,"1419888276","3300",muslim,"Al Zahra2 Mosque;Al Haja zahra Mosque"
35.100559,31.5616057,"1419896349","3300",muslim,
35.0986258,32.6498441,"1427795672","3200",jewish,בית כנסת אור מנחם
35.0835463,32.639768,"1435545794","3200",jewish,מקווה טהרה
35.0848666,32.982112,"1456296121","3200",jewish,בית כנסת
34.9598434,32.8094004,"1456633190","3200",jewish,
34.9595761,32.8103309,"1456633191","3200",jewish,
34.994679,32.8176804,"1469090584","3100",christian,כנסיית יוחנן הקדוש
34.8560407,32.3301529,"1562438297","3200",jewish,אוהל עמנואל
34.5608065,31.6588146,"1562443285","3200",jewish,אוהל משה
35.1267123,31.6532159,"1583576425","3200",jewish,בית כנסת ספרדי
35.1944656,31.7915669,"1586888985","3200",jewish,זופניק
35.2511255,31.7773993,"1606122169","3100",christian,دير فاجا
35.2396519,31.7716085,"1606190053","3100",christian,دير بيت سيدنا إبراهيم
35.2343271,31.7707359,"1606190086","3300",muslim,מסגד סילוואן הישן
35.2253757,31.8289752,"1611456739","3300",muslim,מסגד שאומן
35.2901353,32.2182735,"1619913567","3301",muslim_sunni,مسجد الصحابي الجليل أبو عبيدة بن الجراح
35.1055451,32.8039082,"1635419626","3200",jewish,
35.1057322,32.8048611,"1635419640","3200",jewish,בית כנסת מעלות הגיבורים
35.1070679,32.8075914,"1635419715","3200",jewish,"בית כנסת ""משכן זבולון"""
35.1061942,32.8087222,"1635419750","3200",jewish,ישיבת מאקווה
35.1051029,32.8107976,"1635419790","3200",jewish,
35.1060535,32.8126842,"1635419822","3200",jewish,
35.1054741,32.803684,"1635419966","3200",jewish,בית הכנסת הגדול
35.099354,32.8039644,"1636229642","3200",jewish,
35.0943574,33.0053282,"1636443758","3200",jewish,בית כנסת היכל אהרון
34.8866679,32.1850664,"1643383670","3200",jewish,בית כנסת אהל ארי
34.9940879,31.7179994,"1650282063","3200",jewish,בן צבי
34.8139842,31.887884,"1666941630","3200",jewish,
34.7502336,32.0158317,"1683224094","3200",jewish,
34.7948908,32.0618946,"1688194357","3200",jewish,ישיבת אסף פאלתיאל הלוי בעל הנס
35.3024527,31.7926227,"1696112717","3200",jewish,"ב""כ מצפה נבו"
35.302324,31.7927024,"1696112721","3200",jewish,נזר אהרון
34.800762,32.0753618,"1696742126","3200",jewish,בית כנסת נחלת יצחק
35.2182473,31.7857029,"1696793919","3300",muslim,Nebi Akasha Mosque
35.2311763,31.7655181,"1699612848","3301",muslim_sunni,جامع الثوري
35.2246064,31.7780616,"1699969440","3102",christian_catholic,Chapelle Saint Vincent de Paul
35.210031,31.7701285,"1711172034","3200",jewish,דה רוטשילד
35.0010385,31.7090902,"1722159033","3200",jewish,
35.2146631,31.7824928,"1727009860","3200",jewish,
35.2140213,31.782279,"1727024272","3200",jewish,זכרון מנחם
35.6883928,32.7980486,"1732980315","3200",jewish,בית כנסת שבת אחים
34.7610427,32.014668,"1736746034","3200",jewish,
35.2201145,31.7642568,"1740058674","3200",jewish,ערי אחים
34.7634796,32.0228375,"1747038375","3200",jewish,
35.2118303,31.7653074,"1748348588","3200",jewish,חורב
35.2204174,31.7735288,"1748653419","3200",jewish,בית מדרש אהל יצחק
35.2163851,31.765025,"1748670016","3200",jewish,ישועות ישראל
35.2131276,31.7858884,"1750665045","3200",jewish,זהרי חמה
34.9894437,31.7144287,"1754225744","3200",jewish,קהילות יעקב
35.2751632,33.0756008,"1760352509","3102",christian_catholic,איקרית
34.7634417,32.0087702,"1766061755","3200",jewish,
34.9824339,32.1910891,"1777936841","3300",muslim,Mohammed Al Fateh Mosque
35.2028658,31.904656,"1786333812","3100",christian,Ramallah Friends Meeting
35.4414607,32.7217824,"1804534217","3300",muslim,
34.7678152,32.0316737,"1832084680","3200",jewish,
34.8373648,32.1134386,"1836210311","3200",jewish,
34.8374586,32.1135886,"1836210582","3200",jewish,
34.8349274,32.1082388,"1836372391","3200",jewish,
35.2285513,31.7848985,"1908958184","3100",christian,St Thomas Syriac Catholic Church
35.0517107,32.1097448,"1911056569","3301",muslim_sunni,Masged Omar Ben Alkatab
35.0453807,32.1065686,"1911058091","3300",muslim,New Masged
35.1877816,31.818863,"1918805555","3200",jewish,נווה אברהם
35.1876269,31.8190292,"1918805562","3200",jewish,יוסף חיים
34.7968482,31.2640821,"1925931785","3200",jewish,
34.7739525,32.0198803,"1929256732","3200",jewish,
35.0158681,32.7859918,"1941690442","3200",jewish,
35.0161987,32.7918175,"1947284657","3200",jewish,זיו התורה
35.0164438,32.7906151,"1947285322","3200",jewish,
35.2196083,31.7535498,"1976410577","3200",jewish,
34.9932795,31.8713849,"1977711181","3200",jewish,בית הכנסת זכור לאברהם
34.8227816,32.0743783,"1986086175","3200",jewish,
35.2965647,32.7028687,"2010551702","3101",christian_anglican,الكنيسة الأنجليكانية
35.2968556,32.7034589,"2010551733","3102",christian_catholic,كنيسة المجمع
35.3024059,32.7057247,"2010558865","3100",christian,الكنيسة المعمدانية
34.7934684,32.0101954,"2017303787","3200",jewish,
35.0410665,32.3082182,"2034303866","3301",muslim_sunni,Alsafa wal Marwa
34.8182139,31.9027862,"2054159648","3200",jewish,בית מדרש
34.8289314,31.8907899,"2054159649","3200",jewish,אוהל ישראל
35.1223751,32.7024687,"2056569457","3200",jewish,
34.8077,32.050992,"2079029256","3200",jewish,בית הכנסת תפארת ישראל
34.767717,32.061993,"2079190535","3200",jewish,קול יהודה
34.808397,32.050553,"2079196623","3200",jewish,בית כנסת אחוה
34.7618757,32.0214123,"2118045276","3200",jewish,בית כנסת גבעת רפאל
35.3026928,32.4593709,"2166924450","3301",muslim_sunni,الجامع الصغير
34.5834825,31.6990734,"2176928088","3200",jewish,ניסנית
35.2999168,32.8718251,"2301804445","3301",muslim_sunni,مسجد صلاح الدين
34.4824469,31.5100964,"2309508003","3300",muslim,Amar ben Yasser Mosque
35.5935782,32.9673121,"2326682343","3300",muslim,مسجد الأمل
35.5982315,32.9669278,"2326682344","3300",muslim,مسجد الرحمة
34.9330928,32.2643079,"2357661460","3200",jewish,
34.8715819,31.9255535,"2366289715","3300",muslim,
35.2056825,32.4041192,"2392580112","3300",muslim,East mosque
35.248812,31.7701991,"2392627264","3300",muslim,مسجد الإمام الشافعي
35.2467864,31.7816995,"2400351792","3100",christian,كنيسة الادوار
35.580302,33.215372,"2405897053","3200",jewish,אוהל משה
35.2155116,31.783907,"2407385336","3200",jewish,אחדות ישראל
35.2290977,31.7903084,"2407904639","3300",muslim,מסגד שייח' ג'ראח
35.2386459,31.7910794,"2407925683","3300",muslim,abdeen
35.5685944,33.2200897,"2408600912","3200",jewish,בית כנסת מגן אברהם
35.5713702,33.2208699,"2409713249","3200",jewish,בית כנסת חברת הזוהר
35.5696528,33.2190908,"2409718653","3200",jewish,
35.5764725,33.2021896,"2410068449","3200",jewish,
35.1616723,31.7829614,"2417432822","3200",jewish,בית כנסת
35.2405173,31.774092,"2417519374","3300",muslim,مسجد محمد الفاتح
35.2518025,31.7707234,"2417519375","3100",christian,دير سانت مارثا
35.2519383,31.7760949,"2417519376","3100",christian,دير
35.2520329,31.7720645,"2417519384","3100",christian,راهبات المحبة مار منصور
35.2483147,31.7754488,"2417519386","3300",muslim,مسجد الزهراء
35.0741148,31.5384317,"2418607552","3300",muslim,مسجد الرضوان
34.8532033,32.3215579,"2422177028","3200",jewish,בית כנסת
35.2665668,31.8116983,"2423800367","3300",muslim,مسجد التوحيد
35.228006,31.78682,"2424000634","3100",christian,כנסיית אל נאסירי
35.228908,31.7856743,"2424000640","3100",christian,ספריית הכנסייה
35.2454526,31.8106157,"2424000652","3300",muslim,مسجد أبو عبيدة
35.2482732,31.811198,"2424000653","3300",muslim,جامع الخلافة
35.2445348,31.8118779,"2424000654","3300",muslim,جامع الهدى
35.2435142,31.8130803,"2424000656","3300",muslim,مسجد الرحمن
35.2451557,31.8148101,"2424000663","3300",muslim,مسجد الدعوة إلى الله
35.2283108,31.7870562,"2424000700","3100",christian,
34.7587134,32.0243302,"2424813550","3200",jewish,האהבה ואחווה
34.7713659,32.0262026,"2447999802","3200",jewish,
34.9137149,32.5397514,"2462053992","3300",muslim,مسجد
35.3015227,32.4623997,"2511166315","3300",muslim,مسجد جنين الكبير
35.3236841,32.3864418,"2587642121","3106",christian_orthodox,كنيسة مارجواجيوس الارثودكسية
34.7931869,31.9632226,"2598394748","3200",jewish,
34.8096296,32.1596631,"2606229748","3200",jewish,
35.4223189,31.8494524,"2618571355","3100",christian,صومعة
35.1935983,31.7907428,"2619673294","3200",jewish,"משכן באב""ד"
35.2958376,32.6977505,"2619795669","3100",christian,خدمة الخيرية - الأب غوانيلا
34.8128479,32.0612507,"2640026187","3200",jewish,בית הכנסת זכרון קדושים
35.1695607,32.1049172,"2665083790","3200",jewish,אוהל אפרים
35.1862535,32.1083972,"2665099234","3200",jewish,"בית חב""ד"
34.4898511,31.5365339,"2667518045","3300",muslim,مسجد النور
35.254201,32.4568127,"2705074560","3301",muslim_sunni,Shaman Mosque
35.229162,31.7747995,"2710783601","3100",christian,Սուրբ Թորոս եկեղեցի
35.2306712,31.7759787,"2710817403","3100",christian,ܥܕܬܐ ܕܐܬܘܖ̈ܝܐ
35.2303897,31.7784442,"2710872400","3100",christian,Sacellum Inventionis S. Crucis
35.2302251,31.7785056,"2710872404","3100",christian,Սուրբ Հելենա մատուռը
35.230401,31.7785198,"2710872409","3100",christian,Սուրբ Վարդան մատուռը
35.2299885,31.7786132,"2710872413","3100",christian,Παρεκκλήσι του Αγίου Λογγίνου
35.2299926,31.778435,"2710872417","3100",christian,קפלה של לעג
35.2294135,31.7784614,"2710872418","3100",christian,קאפלת יעקב הסורית
35.2295101,31.7786426,"2710872422","3100",christian,Sacellum Apparitionis
35.2307829,31.7761654,"2710911176","3100",christian,ܕܝܪܐ ܕܡܪܝ ܪܩܘܣ
35.2448452,31.7780444,"2772835990","3102",christian_catholic,Church of the Pater Noster
34.7685901,32.0572421,"2862959859","3200",jewish,
34.7696627,32.0564862,"2862959860","3200",jewish,בית כנסת יוסף ובנימין שושנה
35.0535918,32.0628945,"2870220239","3200",jewish,מאור יוסף
35.5464968,31.8370932,"2898077788","3100",christian,قصر اليهود
34.9430741,32.5663686,"2901745214","3200",jewish,בית כנסת זכרון טוב
35.190643,31.7817021,"2941733734","3200",jewish,
35.2340684,31.7785854,"2954804553","3200",jewish,הכותל הקטן
34.9512029,32.5822125,"2958151855","3200",jewish,בית כנסת החורש
34.260616,31.2263201,"2997790884","3300",muslim,مسجد
34.79068,32.0184775,"3018188857","3200",jewish,בית כנסת אחווה ורעות
34.7908731,32.0185412,"3018188858","3200",jewish,בית כנסת שערי ציון
34.792697,32.0214794,"3018188859","3200",jewish,
34.7777598,32.0189892,"3018209485","3200",jewish,
34.7745528,32.0180773,"3018237071","3200",jewish,
35.2299358,31.7786423,"3021810660","3100",christian,Η φυλακή του Χριστού
35.2298313,31.7785119,"3021822681","3100",christian,Καθολικόν
35.2298752,31.778419,"3021822682","3100",christian,Παρεκκλήσι του Αδάμ
35.2298735,31.778375,"3021823969","3100",christian,הקפלה היוונית האורתודוקסית
35.2298777,31.7783334,"3021823970","3100",christian,הקפלה הלטינית
34.7776503,32.0242327,"3022812931","3200",jewish,
34.7661007,32.0246418,"3041895565","3200",jewish,
34.7679461,32.0240733,"3041919879","3200",jewish,
34.7688795,32.0242507,"3041920139","3200",jewish,
34.7682358,32.0273843,"3041927701","3200",jewish,
35.0556734,31.5039058,"3081389990","3300",muslim,مسجد
35.1075526,31.807958,"3088245276","3100",christian,دير اللطرون البنيديكتي
34.9211519,32.5062933,"3162494934","3200",jewish,בית כנסת אהבת אליהו
34.3389295,31.3977388,"3176358164","3301",muslim_sunni,Abd allah bin rwaha mosque
34.3374163,31.4015892,"3176480577","3301",muslim_sunni,مسجد أهل السنnة والجماعة
35.0824513,32.8218789,"3203411595","3200",jewish,בית הכנסת המרכזי
34.91419,32.303187,"3207393196","3200",jewish,בית כנסת מגן אברהם
34.9148982,32.3027142,"3207393197","3200",jewish,בית כנסת תורת משה
35.1417192,31.728864,"3235884676","3300",muslim,
35.1361714,31.7275582,"3235884677","3300",muslim,
35.1389256,31.7269404,"3235884678","3300",muslim,
35.2463537,32.353554,"3240991411","3300",muslim,
35.3535482,32.9081924,"3273905547","3300",muslim,
34.8058374,31.9317896,"3276954963","3200",jewish,"בית כנסת רמב""ם"
34.4916924,31.5202653,"3299036182","3301",muslim_sunni,مسجد الإمام أبي حنيفة النعمان
34.93077,30.9886469,"3337660579","3200",jewish,בית כנסת מרכזי
34.9231515,32.0511503,"3356446890","3200",jewish,
35.2468273,31.7434575,"3365426170","3300",muslim,جامع الحاج عواد
35.2457552,31.7518312,"3365428534","3300",muslim,Al-Abrar Mosque
35.1706901,31.753542,"3421045033","3200",jewish,תפלה למשה
35.1669263,31.7568245,"3421045034","3200",jewish,מגן דוד
35.167794,31.7552719,"3423867558","3200",jewish,
34.8562647,31.9301781,"3443219943","3200",jewish,מרעה דוד
34.8552618,31.9301419,"3443219946","3200",jewish,תפארת מאיר
35.0282264,31.4409643,"3445419811","3200",jewish,בית כנסת
35.172092,31.7543732,"3459090378","3200",jewish,
35.0512776,32.1280201,"3491333960","3300",muslim,Salah AlDin mosque
35.0468734,32.128647,"3491333962","3300",muslim,Msjid Sanniriya AlKabeir
35.0471416,32.1290013,"3491333963","3300",muslim,Sanniriya old mousqe
35.2585291,31.7615613,"3498192358","3301",muslim_sunni,Teba Mosque
35.0627426,32.7210574,"3511714897","3100",christian,الكنيسة الكاثوليكية اليونانية
35.2021354,31.7056772,"3524045093","3104",christian_lutheran,كنيسة الميلاد الإنجيلية اللوثرية
